Classification,Food Name,Moisture (water) (mg),Protein (mg),"Fat, total (mg)",Ash (mg),Total dietary fibre (mg),"Available carbohydrate, without sugar alcohols (mg)",Total sugars (mg),Starch (mg),Sodium (Na) (mg),Potassium (K) (mg),Calcium (Ca) (mg),Phosphorus (P) (mg),Magnesium (Mg) (mg),Iron (Fe) (mg),Zinc (Zn) (mg),Cholesterol (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin C (mg)
23102,"Sauce, rogan josh, commercial",78500.0,1500.0,4100.0,2500.0,1900.0,6200.0,3100.0,3100.0,508,329,28,19,20,1.1,0.28,4,0.06,0.11,0.9,0
23104,"Sauce, salsa, tomato-based, commercial",89500.0,1300.0,0.0,2000.0,1600.0,6300.0,4900.0,1400.0,480,270,36,26,15,0.61,0.17,0,0.05,0.0,0.8,8
23102,"Sauce, simmer for chicken, commercial",81600.0,800.0,7500.0,1700.0,1700.0,4800.0,3300.0,1500.0,212,54,9,15,14,0.62,0.18,0,2.8,0.07,1.23,0
23102,"Sauce, simmer, curry flavoured, commercial",77300.0,2100.0,6900.0,1900.0,2300.0,10700.0,7100.0,3600.0,510,180,31,42,21,1.1,0.28,4,0.94,0.05,0.9,0
23102,"Sauce, soy, commercial",71500.0,6800.0,0.0,15200.0,0.0,3200.0,2200.0,1000.0,5600,299,21,142,50,1.3,0.51,0,0.16,0.11,0.0,0
23102,"Sauce, soy, commercial, reduced salt",75000.0,6800.0,0.0,11700.0,0.0,3200.0,2200.0,1000.0,3934,299,21,142,50,1.3,0.51,0,0.16,0.11,0.0,0
23102,"Sauce, tabasco, commercial",95200.0,1300.0,800.0,2000.0,600.0,100.0,100.0,0.0,633,128,12,23,12,1.16,0.16,0,0.032,0.084,0.18,4
23104,"Sauce, tomato, commercial",69700.0,1300.0,0.0,2500.0,1300.0,24100.0,23700.0,400.0,870,292,13,27,14,0.65,0.15,0,0.03,0.0,0.0,0
23104,"Sauce, tomato, commercial, reduced salt",70200.0,1300.0,0.0,2500.0,1300.0,24100.0,23700.0,400.0,529,270,12,27,14,0.62,0.14,0,0.03,0.0,0.0,0
23104,"Sauce, tomato, reduced sugar & salt, commercial",83200.0,1300.0,0.0,2500.0,1300.0,11300.0,10900.0,400.0,507,270,12,27,14,0.62,0.14,0,0.03,0.0,0.0,0
23102,"Sauce, Worcestershire, commercial",73300.0,1300.0,200.0,5000.0,0.0,17600.0,16900.0,700.0,1060,890,160,23,83,3.7,0.4,0,0.0,0.13,0.4,0
19401,"Cheese, blue vein",41200.0,19100.0,32900.0,3300.0,0.0,300.0,300.0,0.0,780,82,430,333,21,0.16,2.63,103,0.035,0.4,0.62,0
19401,"Cheese, cheddar, natural, regular fat",34700.0,24600.0,33400.0,3800.0,0.0,300.0,300.0,0.0,686,73,760,478,27,0.12,3.47,102,0.012,0.335,1.15,1
19401,"Cheese, edam",39900.0,27400.0,27200.0,3900.0,0.0,0.0,0.0,0.0,900,85,810,575,36,0.27,4.2,78,0.03,0.4,0.06,0
19401,"Cheese, fetta (feta)",56200.0,16600.0,20600.0,4100.0,0.0,400.0,400.0,0.0,1100,74,315,260,15,0.32,1.56,75,0.02,0.26,0.0,0
19401,"Cheese, goat, firm",44900.0,18600.0,31300.0,2700.0,0.0,800.0,800.0,0.0,538,116,334,336,26,0.05,1.25,134,0.02,0.17,0.0,0
19401,"Cheese, goat, soft",51200.0,21200.0,21700.0,3100.0,0.0,900.0,900.0,0.0,430,127,63,197,11,0.0,0.31,93,0.02,0.17,0.0,0
19401,"Cheese, haloumi (halloumi)",47000.0,20500.0,24600.0,5000.0,0.0,1000.0,1000.0,0.0,1100,53,700,540,28,0.12,2.6,76,0.0,0.22,0.0,0
19401,"Cheese, haloumi (halloumi), reduced salt",47200.0,19000.0,25300.0,4300.0,0.0,1300.0,1100.0,200.0,825,44,700,540,28,0.12,2.6,76,0.0,0.22,0.0,0
19401,"Cheese, mozzarella",47500.0,22200.0,22100.0,3400.0,0.0,0.0,0.0,0.0,522,79,685,515,28,0.06,3.12,71,0.0,0.23,0.0,0
19401,"Cheese, parmesan, dried, finely grated",16900.0,40600.0,33300.0,7200.0,0.0,0.0,0.0,0.0,1300,80,970,700,42,0.46,6.5,88,0.1,0.54,0.21,0
19401,"Cheese, parmesan, fresh, regular fat",33600.0,32000.0,27000.0,5200.0,0.0,0.0,0.0,0.0,1000,78,948,648,41,0.17,3.7,90,0.02,0.46,0.0,0
12103,"Custard powder, vanilla, dry mix",13600.0,500.0,400.0,1400.0,500.0,81500.0,400.0,81100.0,392,16,8,41,5,0.72,0.05,0,0.034,0.001,0.39,0
20602,"Meat alternative, mycoprotein/fungus base, commercial, as purchased",74200.0,13800.0,4100.0,1300.0,5600.0,2500.0,0.0,2500.0,170,120,200,210,42,0.4,5.8,0,0.04,0.22,0.0,0
20602,"Meat alternative, mycoprotein/fungus base, schnitzels/fish alternative/patty/sausages, as purchased",60000.0,12300.0,8700.0,1300.0,4200.0,16000.0,1800.0,14100.0,170,120,200,210,42,0.4,5.8,0,0.04,0.22,0.0,0
20602,"Meat alternative, mycoprotein/fungus base, cooked",64599.99999999999,18800.0,5600.0,1800.0,7700.0,3400.0,0.0,3400.0,233,164,274,288,58,0.55,7.94,0,0.049,0.286,0.0,0
20602,"Meat alternative, protein (soy/wheat/pea) base, as purchased",56400.0,19400.0,13400.0,2200.0,4400.0,3200.0,800.0,2400.0,520,320,74,190,45,4.0,1.4,0,0.06,0.04,0.0,0
20602,"Meat alternative, protein (soy/wheat/pea) base, cooked",46200.0,23900.0,16500.0,2700.0,5400.0,4000.0,1000.0,3000.0,642,395,91,234,56,4.94,1.73,0,0.07,0.047,0.0,0
20602,"Meat alternative, protein (soy/wheat/pea) base, added vitamins & minerals, as purchased",56400.0,19400.0,13400.0,2200.0,4400.0,3200.0,800.0,2400.0,520,320,155,190,45,3.27,4.1,0,0.06,0.16,4.5,0
14402,"Oil, almond",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14402,"Oil, avocado",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14402,"Oil, canola",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.04,0,0.0,0.0,0.0,0
14401,"Oil, cottonseed",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14401,"Oil, grapeseed",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.01,0,0.0,0.0,0.0,0
14401,"Oil, hemp",100.0,0.0,99900.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,1,0.0,0.0,0,0.0,0.0,0.0,0
14401,"Oil, linseed or flaxseed",100.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,0.07,0,0.0,0.0,0.0,0
14402,"Oil, macadamia",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14401,"Oil, maize",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.01,0.01,0,0.0,0.0,0.0,0
14402,"Oil, mustard seed",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14402,"Oil, olive",0.0,0.0,99900.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.01,0,0.0,0.0,0.0,0
14402,"Oil, peanut",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0.1,0.1,0,0.0,0.0,0.0,0
14402,"Oil, rice bran",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.01,0.01,0,0.0,0.0,0.0,0
14401,"Oil, safflower",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14401,"Oil, sesame",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.01,0,0.0,0.0,0.0,0
14401,"Oil, soybean",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0
14401,"Oil, sunflower",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.01,0,0.0,0.0,0.0,0
14401,"Oil, blend of polyunsaturated vegetable oils",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.01,0.01,0,0.0,0.0,0.0,0
14402,"Oil, blend of monounsaturated vegetable oils",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.01,0.01,0,0.0,0.0,0.0,0
14401,"Oil, vegetable",0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.01,0.01,0,0.0,0.0,0.0,0
17101,"Egg, chicken, whole, raw",76100.0,12600.0,8500.0,900.0,0.0,300.0,300.0,0.0,150,140,47,180,12,1.9,1.13,488,0.07,0.43,0.0,0
17101,"Egg, chicken, whole, poached",75100.0,13100.0,8800.0,900.0,0.0,300.0,300.0,0.0,156,146,49,188,12,1.98,1.18,508,0.058,0.381,0.0,0
17101,"Egg, chicken, whole, hard-boiled",75300.0,12400.0,9400.0,1000.0,0.0,700.0,300.0,400.0,127,107,39,131,10,1.61,1.24,488,0.06,0.38,0.04,0
17101,"Egg, chicken, whole, fried, no fat added",72800.0,14300.0,9600.0,1000.0,0.0,300.0,300.0,0.0,170,159,53,204,14,2.16,1.29,554,0.068,0.464,0.0,0
17101,"Egg, chicken, whole, omega-3 polyunsaturate enriched, raw",75500.0,12400.0,9200.0,900.0,0.0,300.0,300.0,0.0,120,120,45,180,12,1.6,1.2,340,0.1,0.53,0.0,0
17101,"Egg, chicken, whole, omega-3 polyunsaturate enriched, boiled",75000.0,12700.0,9400.0,900.0,0.0,300.0,300.0,0.0,122,122,46,184,12,1.63,1.22,347,0.087,0.514,0.0,0
17101,"Egg, chicken, yolk, raw",53200.0,15600.0,28200.0,1500.0,0.0,200.0,200.0,0.0,58,104,100,398,8,4.0,2.5,1050,0.19,0.4,0.0,0
17101,"Egg, chicken, yolk, hard-boiled",49000.0,16100.000000000002,31700.0,1500.0,0.0,200.0,200.0,0.0,47,97,115,402,7,4.8,2.7,1250,0.19,0.42,0.0,0
17101,"Egg, chicken, white (albumen), raw",87200.0,11200.0,0.0,700.0,0.0,400.0,400.0,0.0,175,119,5,10,11,0.2,0.0,0,0.0,0.41,0.0,0
17101,"Egg, chicken, white (albumen), hard-boiled",87000.0,11600.0,0.0,700.0,0.0,400.0,400.0,0.0,175,112,6,11,11,0.2,0.0,0,0.0,0.31,0.0,0
16101,"Apple, bonza, unpeeled, raw",85300.0,300.0,300.0,200.0,3200.0,11500.0,11500.0,0.0,0,88,6,8,5,0.22,0.1,0,0.02,0.02,0.0,2
16101,"Apple, fuji, unpeeled, raw",84100.0,300.0,300.0,200.0,2400.0,12100.0,12100.0,0.0,2,91,6,8,4,0.0,0.05,0,0.02,0.01,0.1,5
16101,"Apple, golden delicious, unpeeled, raw",84600.0,300.0,0.0,200.0,2400.0,11600.0,11600.0,0.0,1,93,3,8,4,0.14,0.05,0,0.01,0.005,0.05,5
16101,"Apple, green skin, unpeeled, raw",84900.0,300.0,0.0,300.0,2500.0,11200.0,11100.0,100.0,1,103,4,8,4,0.14,0.05,0,0.012,0.005,0.05,4
16101,"Apple, granny-smith, unpeeled, raw",85100.0,300.0,0.0,300.0,2500.0,10700.0,10600.0,200.0,1,112,4,9,4,0.13,0.06,0,0.015,0.005,0.05,4
16101,"Apple, jonathan, unpeeled, raw",84000.0,300.0,0.0,200.0,2300.0,11900.0,11800.0,100.0,1,110,4,9,4,0.2,0.1,0,0.02,0.01,0.1,5
16101,"Apple, pink lady, unpeeled, raw",84000.0,200.0,0.0,400.0,3000.0,12300.0,12200.0,200.0,1,120,4,10,5,0.0,0.02,0,0.0,0.0,0.0,9
16101,"Apple, red delicious, unpeeled, raw",84500.0,300.0,0.0,200.0,2300.0,13500.0,13000.0,500.0,1,102,5,9,4,0.16,0.06,0,0.02,0.01,0.1,6
16101,"Apple, royal gala, unpeeled, raw",86700.0,400.0,0.0,300.0,2100.0,12100.0,11100.0,1000.0,1,110,5,9,6,0.05,0.03,0,0.025,0.025,0.25,2
16101,"Apple, red skin, peeled, raw",83300.0,200.0,0.0,400.0,1800.0,13000.0,12700.0,400.0,0,130,4,9,5,0.09,0.03,0,0.0,0.0,0.0,2
16101,"Apple, red skin, unpeeled, raw",83200.0,200.0,0.0,300.0,2500.0,12700.0,12400.0,400.0,1,115,4,10,5,0.09,0.02,0,0.0,0.0,0.0,7
16802,"Apple, dried",20900.0,1200.0,0.0,2300.0,8500.0,59800.0,59400.0,400.0,260,640,22,49,24,0.71,0.07,0,0.0,0.03,0.0,0
16802,"Apricot, dried",26400.0,4200.0,400.0,3800.0,8300.0,43000.0,42300.0,700.0,22,1428,62,122,51,2.98,0.76,0,0.005,0.02,1.55,0
16404,"Apricot, canned in pear juice",85700.0,800.0,0.0,400.0,1800.0,8200.0,8200.0,0.0,4,189,12,17,10,0.46,0.26,0,0.026,0.032,0.6,5
16404,"Apricot, canned in pear juice, drained",84900.0,1000.0,0.0,400.0,3100.0,7800.0,7800.0,0.0,3,140,15,20,10,0.5,0.3,0,0.03,0.04,0.6,5
16404,"Apricot, canned in pear juice, juice only",86900.0,500.0,0.0,500.0,0.0,8700.0,8700.0,0.0,5,260,7,12,9,0.4,0.2,0,0.02,0.02,0.6,5
16502,"Banana, cavendish, peeled, raw",75800.0,1400.0,200.0,1000.0,2200.0,19900.0,13400.0,6600.0,0,348,5,21,30,0.29,0.16,0,0.02,0.047,0.26,5
16502,"Banana, lady finger or sugar, peeled, raw",68500.0,1000.0,0.0,1000.0,3000.0,26900.0,16900.0,10000.0,0,370,5,26,40,0.25,0.13,0,0.05,0.03,0.0,19
16502,"Banana, frozen",75100.0,1400.0,200.0,1000.0,2300.0,20500.0,13700.0,6800.0,0,322,5,22,31,0.3,0.16,0,0.02,0.048,0.27,4
16802,Banana chip,4300.0,2300.0,33600.0,1000.0,7700.0,50700.0,35300.0,15400.0,5,536,18,56,76,1.25,0.75,0,0.085,0.017,0.71,6
16201,"Currant, fresh",83000.0,1400.0,300.0,800.0,4300.0,7600.0,7400.0,200.0,2,298,44,52,18,1.27,0.25,0,0.045,0.05,0.2,111
16201,"Blackberry, raw",85000.0,1200.0,300.0,400.0,4500.0,7400.0,7400.0,0.0,1,142,28,32,27,0.44,0.35,0,0.01,0.03,0.3,24
16201,"Blackberry, purchased frozen",85000.0,1200.0,300.0,400.0,4500.0,7400.0,7400.0,0.0,1,128,26,32,27,0.44,0.35,0,0.01,0.03,0.3,17
16201,"Blueberry, raw",84400.0,500.0,0.0,200.0,3000.0,10400.0,10000.0,400.0,2,83,11,11,6,0.35,0.07,0,0.03,0.0,0.0,2
16201,"Blueberry, purchased frozen",84000.0,500.0,0.0,200.0,3000.0,10700.0,10300.0,400.0,2,77,11,11,6,0.36,0.08,0,0.029,0.0,0.0,2
16404,"Cherry, black, canned in syrup",79300.0,700.0,0.0,200.0,900.0,16000.0,15800.0,200.0,4,125,8,11,7,1.42,0.05,0,0.0,0.0,0.0,0
16404,"Cherry, black, canned in syrup, drained",78800.0,900.0,100.0,300.0,1700.0,16000.0,15700.0,300.0,5,130,10,13,8,1.6,0.1,0,0.0,0.0,0.0,0
16404,"Cherry, black, canned in syrup, syrup only",79800.0,500.0,0.0,200.0,0.0,16000.0,16000.0,0.0,3,120,6,9,6,1.2,0.0,0,0.0,0.0,0.0,0
16201,"Cranberry, raw",87300.0,500.0,100.0,100.0,3600.0,4300.0,4300.0,0.0,2,80,8,11,6,0.23,0.09,0,0.012,0.02,0.1,14
16802,"Cranberry, dried, sweetened",15800.0,200.0,1100.0,200.0,5300.0,77500.0,72600.0,4900.0,5,49,9,8,4,0.39,0.1,0,0.013,0.028,0.55,0
16303,"Cumquat (kumquat), raw",80800.0,1900.0,900.0,500.0,6500.0,9400.0,9400.0,0.0,10,186,62,19,20,0.86,0.17,0,0.037,0.09,0.43,44
16502,"Custard apple, African pride, peeled, raw",77500.0,1400.0,500.0,600.0,3200.0,16300.0,13100.0,3200.0,10,265,26,36,29,0.28,0.18,0,0.055,0.065,0.5,21
16802,"Date, dried",16000.0,2000.0,200.0,1700.0,9700.0,67200.0,65900.0,1300.0,14,730,47,58,50,2.6,0.6,0,0.0,0.1,1.4,5
16502,"Feijoa, raw",85400.0,600.0,400.0,300.0,3000.0,8000.0,7700.0,300.0,2,124,6,14,7,0.11,0.06,0,0.0,0.01,0.29,30
16802,"Fig, dried",21300.0,3600.0,700.0,2100.0,14300.0,54500.0,52600.0,1900.0,39,780,200,67,73,1.4,0.5,0,0.05,0.0,0.5,0
16802,"Goji berry, dried",15200.0,11900.0,3700.0,4200.0,11200.0,49100.0,47700.0,1400.0,450,1400,53,200,84,3.7,0.81,0,0.0,0.07,3.9,6
16601,"Grape, black muscatel (muscat), raw",75000.0,1100.0,100.0,400.0,2700.0,18800.0,18800.0,0.0,8,160,9,19,8,0.3,0.1,0,0.01,0.05,0.5,7
16601,"Grape, black sultana, raw",79200.0,1200.0,100.0,500.0,3300.0,14000.0,14000.0,0.0,3,150,11,19,9,0.2,0.1,0,0.01,0.04,0.4,5
16601,"Grape, cornichon, raw",82100.0,1300.0,100.0,500.0,2500.0,12700.0,12700.0,0.0,3,190,5,19,8,0.2,0.1,0,0.01,0.04,0.4,7
16601,"Grape, green, raw",81800.0,800.0,0.0,1700.0,1000.0,15800.0,15400.0,400.0,0,220,10,26,8,0.36,0.04,0,0.03,0.0,0.0,0
16601,"Grape, red globe, raw",80400.0,800.0,100.0,1100.0,2200.0,17100.0,17100.0,0.0,2,245,9,22,8,0.36,0.13,0,0.035,0.0,0.0,1
16601,"Grape, waltham cross, raw",80200.0,800.0,100.0,300.0,3500.0,14400.0,14400.0,0.0,6,180,12,27,6,0.2,0.1,0,0.01,0.03,0.4,7
16303,"Grapefruit, pink flesh, peeled, raw",86800.0,800.0,0.0,400.0,1400.0,7700.0,7700.0,0.0,1,150,20,18,10,0.0,0.04,0,0.03,0.03,0.0,42
16303,"Grapefruit, yellow flesh, peeled, raw",88600.0,900.0,200.0,200.0,2200.0,6500.0,6500.0,0.0,4,120,21,18,8,0.2,0.1,0,0.03,0.03,0.2,40
16502,"Guava, Hawaiian, raw",87200.0,700.0,500.0,300.0,5400.0,3500.0,3400.0,100.0,4,150,10,40,12,0.2,0.1,0,0.03,0.04,1.0,243
16502,"Jackfruit, peeled, raw",75400.0,2200.0,300.0,600.0,3000.0,16700.0,16300.0,400.0,3,350,18,21,14,0.8,0.8,0,0.04,0.12,0.6,6
16601,"Kiwifruit, green (hayward), peeled, raw",83800.0,1200.0,700.0,600.0,3000.0,9100.0,8800.0,300.0,2,279,28,31,15,0.26,0.1,0,0.0,0.05,0.0,85
16601,"Kiwifruit, gold, peeled, raw",82600.0,1200.0,500.0,700.0,1800.0,11100.0,10900.0,200.0,3,306,18,26,14,0.21,0.11,0,0.02,0.05,0.28,110
16502,"Lychee, peeled, raw",80400.0,800.0,0.0,400.0,1200.0,16800.0,16800.0,0.0,0,155,3,30,10,0.34,0.38,0,0.025,0.055,0.85,33
16502,"Lychee, peeled, frozen",79900.0,900.0,0.0,400.0,1300.0,17300.0,17300.0,0.0,0,143,3,31,10,0.35,0.4,0,0.024,0.056,0.87,24
16303,"Mandarin, peeled, raw",86200.0,800.0,200.0,400.0,1600.0,9800.0,9800.0,0.0,3,170,26,18,12,0.0,0.06,0,0.045,0.03,0.0,28
16502,"Mango, peeled, raw",84500.0,400.0,0.0,500.0,1300.0,12600.0,12100.0,500.0,0,175,9,15,9,0.16,0.09,0,0.06,0.02,0.0,25
16502,"Mango, peeled, frozen",84000.0,400.0,0.0,500.0,1300.0,12900.0,12400.0,500.0,0,162,9,15,10,0.16,0.09,0,0.058,0.02,0.0,18
16503,"Mango, pulped, canned",83100.0,400.0,0.0,500.0,1200.0,14000.0,13600.0,500.0,0,152,8,14,9,0.15,0.08,0,0.046,0.017,0.0,12
16601,"Melon, honey dew, white skin, peeled, raw",89800.0,700.0,300.0,600.0,1000.0,7100.0,7100.0,0.0,44,160,39,11,16,0.3,0.2,0,0.02,0.02,0.2,20
16601,"Melon, honey dew, yellow skin, peeled, raw",92700.0,800.0,300.0,600.0,900.0,4400.0,4400.0,0.0,40,150,38,11,9,0.4,0.1,0,0.02,0.01,0.2,12
16601,"Melon, honey dew, peeled, raw",91500.0,400.0,0.0,500.0,800.0,6900.0,6900.0,0.0,24,160,10,10,12,0.72,0.07,0,0.02,0.0,0.0,11
16601,"Melon, rockmelon, peeled, raw",91000.0,600.0,0.0,800.0,1000.0,4800.0,4800.0,0.0,16,223,9,15,11,0.25,0.13,0,0.02,0.01,0.1,15
16601,"Melon, watermelon, peeled, raw",92000.0,600.0,0.0,400.0,400.0,7100.0,6800.0,300.0,3,122,5,14,12,0.1,0.06,0,0.02,0.0,0.0,4
16201,"Mulberry, raw",89300.0,2200.0,200.0,800.0,2200.0,4300.0,4300.0,0.0,6,310,20,38,12,0.3,0.2,0,0.01,0.01,0.7,10
16502,"Passionfruit, raw",74600.0,2800.0,1400.0,800.0,11000.0,6900.0,6900.0,0.0,13,245,9,53,30,0.6,0.7,0,0.015,0.14,2.2,14
16502,"Passionfruit, pulp, frozen",73800.0,2900.0,1500.0,800.0,11200.0,7100.0,7100.0,0.0,14,227,8,54,31,0.62,0.72,0,0.015,0.144,2.26,10
16503,"Passionfruit, pulp, canned",70300.0,1400.0,700.0,400.0,5500.0,20400.0,20400.0,0.0,8,123,5,26,15,0.3,0.35,0,0.008,0.07,1.1,7
16502,"Pawpaw (papaya), peeled, raw",87900.0,400.0,0.0,400.0,2100.0,8400.0,8400.0,0.0,4,190,22,14,16,0.25,0.16,0,0.03,0.03,0.15,67
16502,"Papaya, red, peeled, raw",85400.0,500.0,0.0,500.0,2200.0,11800.0,11800.0,0.0,2,220,19,11,16,0.25,0.11,0,0.03,0.03,0.0,79
16502,"Papaya, yellow, peeled, raw",89100.0,500.0,0.0,500.0,1900.0,6400.0,6400.0,0.0,2,210,19,16,18,0.0,0.07,0,0.03,0.03,0.0,55
16502,"Pineapple, peeled, raw",87700.0,500.0,0.0,400.0,1300.0,8600.0,8600.0,0.0,0,160,6,6,12,0.1,0.13,0,0.045,0.0,0.0,50
16502,"Pineapple, peeled, frozen",87400.0,500.0,0.0,400.0,1300.0,8800.0,8800.0,0.0,0,148,6,6,12,0.1,0.13,0,0.044,0.0,0.0,36
16503,"Pineapple, canned in pineapple juice",84700.0,500.0,600.0,300.0,800.0,12000.0,12000.0,0.0,5,121,4,10,11,0.4,0.0,0,0.07,0.0,0.0,6
16503,"Pineapple, canned in juice, drained",85500.0,0.0,0.0,300.0,1100.0,10900.0,10900.0,0.0,1,120,9,8,11,0.18,0.09,0,0.05,0.0,0.0,23
16503,"Pineapple, canned in pineapple juice, juice only",86500.0,300.0,0.0,400.0,0.0,10600.0,10600.0,0.0,1,160,6,8,12,0.3,0.3,0,0.02,0.01,0.1,9
16503,"Pineapple, canned in syrup",76400.0,300.0,600.0,200.0,700.0,19800.0,19800.0,0.0,6,80,4,3,11,0.4,0.0,0,0.05,0.0,0.0,8
16503,"Pineapple, canned in syrup, drained",79700.0,0.0,0.0,200.0,1200.0,17500.0,17500.0,0.0,1,120,9,8,11,0.18,0.09,0,0.05,0.0,0.0,5
16503,"Pineapple, canned in syrup, syrup only",75600.0,300.0,0.0,200.0,0.0,22000.0,22000.0,0.0,1,90,5,0,9,0.3,0.2,0,0.04,0.02,0.2,9
16404,"Plum, dark, canned in syrup",75000.0,400.0,0.0,200.0,1000.0,21300.0,21100.0,200.0,3,96,4,8,4,0.2,0.1,0,0.0,0.0,0.0,0
16404,"Plum, dark, canned in syrup, drained",74600.0,500.0,100.0,200.0,2000.0,21300.0,21000.0,300.0,4,96,4,10,5,0.2,0.1,0,0.0,0.0,0.0,0
16404,"Plum, dark, canned in syrup, syrup only",75500.0,300.0,0.0,200.0,0.0,21300.0,21200.0,100.0,2,97,3,7,4,0.2,0.1,0,0.0,0.0,0.0,0
16601,"Plum, davidson (native), flesh",78200.0,1000.0,200.0,1100.0,2000.0,14300.0,3900.0,10400.0,45,364,16,18,27,0.0,0.0,0,0.0,0.0,0.58,30
16502,"Pomegranate, peeled, raw",76200.0,1900.0,200.0,500.0,6400.0,13500.0,13500.0,0.0,4,210,14,36,9,0.5,0.4,0,0.01,0.02,0.4,14
16502,"Prickly pear, peeled, raw",83900.0,400.0,300.0,700.0,4600.0,8800.0,8800.0,0.0,1,190,48,24,29,0.4,0.6,0,0.02,0.04,0.4,18
16802,Prune (dried plum),35600.0,2600.0,400.0,1800.0,7700.0,32299.999999999996,31000.0,1300.0,4,715,49,69,39,1.35,1.25,0,0.02,0.025,0.45,1
16601,"Quandong, fruit, flesh",71900.0,2500.0,0.0,2000.0,4200.0,8100.0,8100.0,0.0,116,747,7,11,28,0.0,0.0,0,0.04,0.0,0.83,20
16502,"Rambutan, raw",79500.0,1000.0,400.0,300.0,2800.0,15700.0,15700.0,0.0,2,140,8,9,10,0.1,0.6,0,0.015,0.065,0.8,70
16201,"Raspberry, raw",86000.0,1100.0,300.0,400.0,4800.0,6900.0,6700.0,200.0,1,154,24,32,20,0.53,0.29,0,0.033,0.03,0.3,28
16201,"Raspberry, purchased frozen",86000.0,1100.0,300.0,400.0,4800.0,6900.0,6700.0,200.0,1,139,23,32,20,0.53,0.29,0,0.032,0.03,0.3,19
16202,"Raspberry, canned in syrup",78700.0,600.0,100.0,200.0,2500.0,17000.0,16800.0,100.0,5,78,10,13,9,0.95,0.14,0,0.0,0.0,0.0,5
16202,"Raspberry, canned in syrup, drained",75100.0,1000.0,200.0,200.0,6000.0,16200.0,15900.0,300.0,6,77,18,25,12,1.3,0.2,0,0.0,0.0,0.0,5
16202,"Raspberry, canned in syrup, syrup only",81200.0,200.0,0.0,200.0,0.0,17500.0,17500.0,0.0,4,78,5,5,7,0.7,0.1,0,0.0,0.0,0.0,5
16601,"Rhubarb, stalk, raw",92900.0,1500.0,200.0,300.0,2200.0,1700.0,1700.0,0.0,12,130,26,14,10,0.3,0.3,0,0.11,0.04,0.7,8
16601,"Rhubarb, stewed, sugar sweetened, no added fat",81600.0,1400.0,200.0,300.0,2100.0,13300.0,13300.0,0.0,11,110,23,13,9,0.28,0.28,0,0.082,0.034,0.59,5
16201,"Strawberry, raw",91100.0,700.0,200.0,500.0,2100.0,5600.0,5500.0,100.0,0,182,19,24,13,0.44,0.16,0,0.02,0.05,0.1,76
16201,"Strawberry, purchased frozen",91100.0,700.0,200.0,500.0,2100.0,5600.0,5500.0,100.0,0,164,18,24,13,0.44,0.16,0,0.019,0.05,0.1,53
16202,"Strawberry, canned in syrup",77600.0,400.0,200.0,200.0,1500.0,18800.0,18700.0,100.0,8,93,14,13,6,1.27,0.04,0,0.0,0.0,0.0,12
16202,"Strawberry, canned in syrup, drained",76200.0,900.0,100.0,300.0,3500.0,18700.0,18500.0,200.0,10,90,19,20,7,1.9,0.1,0,0.0,0.0,0.0,12
16202,"Strawberry, canned in syrup, syrup only",78700.0,100.0,200.0,200.0,0.0,18900.0,18800.0,100.0,7,95,11,8,6,0.8,0.0,0,0.0,0.0,0.0,13
