Classification,Food Name,Moisture (water),Protein,"Fat, total",Ash,Total dietary fibre,"Available carbohydrate, without sugar alcohols",Total sugars,Starch,Sodium (Na),Potassium (K),Calcium (Ca),Phosphorus (P),Magnesium (Mg),Iron (Fe),Zinc (Zn),Cholesterol,Thiamin (B1),Riboflavin (B2),Niacin (B3),Vitamin C
31302,"Cardamom seed, dried, ground",-1.8064236304291146,-0.1624256186676682,-0.16057196616779051,2.97249138870328,4.075345257515847,0.990532105951924,-0.03843640240285998,1.2511368619900527,-0.3053067326976269,3.162905255246474,2.1890418033698653,0.11752696624076857,3.3165873376520625,2.3244684818525014,2.6431388905037356,-0.5283741312354292,0.20001238865620896,0.5770563719359049,-0.5111093763757311,0.5210061550302714
31302,"Cinnamon, dried, ground",-1.724829905084951,-0.7754253767315736,-0.4654335200570152,1.4688846506431126,8.15367904932706,0.6655096186241952,-0.2297256278535709,0.9791314911922633,-0.3233449404809925,0.4555127463371445,6.323127980232947,-0.6554919421468953,0.3823307773963758,1.2362359451060914,0.042852366257290844,-0.5283741312354292,-0.5224408767298225,-0.5611565635788537,-0.43542603076722103,-0.18458863775558582
31302,"Chilli (chili), dried, ground",-1.7177347985332845,-0.027205083800630213,0.26069127193368363,4.817826930868032,5.082742449118617,-0.022219122677955404,0.20502261180713574,-0.15518877851766735,-0.1925679340515922,6.3149712430900395,1.4877832434819438,0.9651354184202247,2.2922019112906096,2.388028966299637,0.4439603939336042,-0.5283741312354292,0.8239492996714178,5.485095129332878,2.417507040649221,2.305745925018028
31302,"Cloves, dried, ground",-1.7496627780157834,-0.5951313302421897,0.1886330864689578,2.835799867061447,5.033997423718483,0.8586389226884978,-0.21233569826714263,1.20483807547128,0.2786802442888331,2.773324065737719,3.8520263882469368,-0.38425723744946944,3.837461283259581,1.9122883705892595,0.26876378414394997,-0.5283741312354292,0.2738996544343258,0.8838087942732157,-0.35974268515871105,-0.3506109419404934
31302,"Coriander seed, dried, ground",-1.7851383107741154,-0.018190381476161015,0.45469407895409936,3.1091829103451136,6.333864767722057,-0.23419031006560456,-0.21233569826714263,-0.13203938525828102,-0.2669755411579751,3.7453094577444115,4.366282665498079,1.6839073858684035,5.070196287864041,2.777096174127557,1.3660478138791519,-0.5283741312354292,0.36831116070636394,1.4488790459472092,-0.17217961125936024,0.5210061550302714
31302,"Cumin (cummin) seed, dried, ground",-1.813518736980781,0.4686035440451757,0.7041262594089196,4.202715083479781,1.2318854425080297,0.9575588101360675,-0.2297256278535709,1.3379470867127514,0.03290966324047733,5.795529657078366,5.848943620689685,2.2941854714376118,5.695245022593063,12.415176906656823,1.4121521848764291,-0.5283741312354292,1.9650970711334448,1.747559036117749,0.6340125484834637,-0.018566333570678245
31302,Curry powder,-1.7886858640499486,0.15308896268875374,0.24406245990336228,3.8609862793751972,8.169927391127105,-0.4979766765924568,-0.1775558390942861,-0.48506763246392265,-0.2286443496183233,3.363598595296439,3.137410522456388,1.3991109459361062,3.768011423845245,3.312545103712516,1.3660478138791519,-0.5283741312354292,0.10970573048295496,0.722360150937789,0.19965595629549318,-0.3091053658942665
31302,"Fenugreek seed, dried",-1.7886858640499486,0.937368064917574,-0.17720077819811186,1.3321931290012792,7.260020250324603,-0.43203008496074374,-0.36884506454499705,-0.27093574481459903,-0.19482271002451287,1.7895331831398522,0.8065606424479627,0.9176693450981751,2.6568136732158725,6.091871741809984,0.35175165193904934,-0.5283741312354292,0.7090135529054584,2.062383890621831,-0.333418043207925,-0.22609421380181272
31302,"Ginger, dried, ground",-1.7496627780157834,-0.3246902605081138,-0.2991453997538017,2.56241682377778,1.8168257473096379,2.0786508678751896,-0.1253860503350013,2.6458878058680795,-0.2850137489413407,3.9538731248551593,0.39248415946652315,0.04971829006641208,3.0561503648483033,3.447370373751894,0.8773414813080116,-0.5283741312354292,-0.4239245223590001,0.480187185934649,2.2924649913829866,-0.3091053658942665
31302,Mustard powder,-1.948325761462443,1.5143090136836026,1.657511482480677,1.3321931290012792,0.3382266435055727,0.18033112304802046,0.01373338635642481,0.22098886194736062,-0.3391283722914374,1.317313559492876,0.699702195226946,3.8605658910652463,4.722946990792362,0.9819940073175496,1.4582565558737068,-0.5283741312354292,4.7235549935164745,-0.8921262824164784,1.2658039553023297,-0.06007190961690514
31302,"Nutmeg, dried, ground",-1.880922249221612,-0.6131607348911281,1.4801374874905824,0.5803897599711955,2.9054646479126305,0.7126143269325617,-0.16016590950785783,0.9907061878219564,-0.30981628464346833,0.13676450037543558,0.8599898660584709,0.3548573328510163,2.517913954387201,0.21926819395192404,0.1903863534485784,-0.5283741312354292,0.8075299072762807,-0.4319976489105122,-0.4452977714987658,-0.22609421380181272
31302,"Oregano, dried",-1.7496627780157834,-0.3246902605081138,-0.2936024624103613,4.407752365942531,6.431354818522325,0.613694439484992,-0.06452129678250239,0.8055110417468656,-0.2895233008871821,3.717763313031671,10.296926486264503,-0.08589906228230089,4.028448396649004,6.721698360422509,0.43934995683387634,-0.5283741312354292,0.11381057858173924,3.3701179016387877,0.6537560299465531,-0.2675997898480396
31302,"Paprika, dry powder",-1.7035445854299516,0.13505955803981537,0.18309014912551733,4.271060844300698,5.196480841718929,0.26983006883391675,0.4745665203967738,0.024219019242576748,-0.1925679340515922,7.731630114030969,1.1605292488675802,1.0397249622120168,2.431101630119281,3.7054644621129897,1.1954616411892256,-0.5283741312354292,0.7418523376957327,9.036965282712265,2.437250522112311,-0.3091053658942665
31302,"Pepper, black, ground",-1.65742639284412,-0.19848442796554497,-0.34903183584476577,2.0839964980313628,3.6366400289146408,1.1883718808470631,-0.36884506454499705,1.7141247271777795,-0.3007971807517856,3.9892895966286823,2.589760980448678,-0.018090386107944403,2.3095643761441935,1.5039604098985713,-0.2522156081252845,-0.5283741312354292,-0.16942394023437535,0.5609115076023622,-0.49794705540033807,-0.3506109419404934
31302,"Rosemary, dried",-1.7709480976707825,-0.6942930558113509,0.3105777080246477,3.4509117144496972,6.44760316032237,0.3310661896347932,1.2831982461656881,-0.43876884594515,-0.2331539015641647,2.5175384362622735,8.17979350069811,-0.6148067364422815,3.160325153969807,5.2675115192835005,0.6883135602191742,-0.5283741312354292,1.497144387872038,2.562874684961654,-0.5440151788142137,2.181229196879347
31302,"Sage, dried",-1.8170662902566141,-0.1804550233166066,0.17754721178207689,4.476098126763448,6.0738912989213425,0.3310661896347932,-0.2732004518196416,0.5971665024123886,-0.3210901645080718,2.970082242257292,10.664252398586747,-0.47240851647613286,6.771717843515268,5.0498650119342186,1.3660478138791519,-0.5283741312354292,2.4823079315802627,1.8202109256186911,1.0091386962821653,0.9775674915387672
31302,"Thyme, dried, ground",-1.8241613968082806,-0.31567555818364457,-0.12177140476370737,7.004891277137367,5.537696019519868,0.6372467936391752,-0.2732004518196416,0.9733441428774167,-0.22188002169956123,1.9626803784770768,12.25377180099937,0.2734869214417885,3.160325153969807,23.44003184530541,2.048392504638857,-0.5283741312354292,1.4930395397732539,2.3287741521252854,0.7524734372620012,1.7246678603708512
31302,"Turmeric, dried, ground",-1.6467837330166204,-0.2615873442368294,-0.35457477318820624,3.8609862793751972,3.2141831421134794,1.4615791890355887,-0.14277597992142957,1.8993198732528702,-0.2850137489413407,6.944597407952675,0.7531314188374544,0.938011947950482,2.9519755757267996,10.227155381446343,1.273839071884597,-0.5283741312354292,-0.3746663451735889,0.3187385425992221,-0.4288448702795245,-0.3091053658942665
29201,"Wine, red",0.9464777116174535,-1.1179840650614032,-0.5319487681783006,-0.7865254564471388,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.334618820345596,-0.8037395833881252,-0.32213170632402566,-0.8724797059048361,-0.41634260586848576,-0.33351541320952677,-0.7639741261950634,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, red, cabernet sauvignon",0.95357281816912,-1.108969362736934,-0.5319487681783006,-0.7865254564471388,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.33687359631851665,-0.7801286022057764,-0.32213170632402566,-0.8521371030525292,-0.4337050707220697,-0.33736756378208044,-0.7685845632947912,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, red, merlot",0.9606679247207864,-1.108969362736934,-0.5319487681783006,-0.8548712172680555,-0.47419044649666087,-0.6110279765325364,-0.3862349941314253,-0.48506763246392265,-0.334618820345596,-0.8824428539959546,-0.32213170632402566,-0.91316491160945,-0.45106753557565366,-0.33351541320952677,-0.7685845632947912,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, red, pinot noir",0.9819532443757857,-1.1179840650614032,-0.5319487681783006,-0.7865254564471388,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.34138314826435806,-0.8824428539959546,-0.32213170632402566,-0.8724797059048361,-0.38161767616131786,-0.33351541320952677,-0.7547532519956079,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, red, shiraz",0.9322874985141207,-1.1179840650614032,-0.5319487681783006,-0.7865254564471388,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.3301092683997546,-0.7879989292665593,-0.3288103592753392,-0.8724797059048361,-0.3989801410149018,-0.3315893379232499,-0.7593636890953357,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, red, sparkling",0.9322874985141207,-1.1179840650614032,-0.5319487681783006,-0.7865254564471388,-0.47419044649666087,-0.5356604432391501,-0.24711555743999916,-0.48506763246392265,-0.3301092683997546,-0.7801286022057764,-0.3288103592753392,-0.8656988382874005,-0.3989801410149018,-0.3315893379232499,-0.7593636890953357,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, red, cooked",1.2054491007532777,-1.108969362736934,-0.5319487681783006,-0.7865254564471388,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.334618820345596,-0.7958692563273423,-0.3154530533727121,-0.8589179706699649,-0.3989801410149018,-0.3662586930762329,-0.7593636890953357,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29201,"Wine, rose",1.0280714369616173,-1.1179840650614032,-0.5319487681783006,-0.8548712172680555,-0.47419044649666087,-0.5968965640400264,-0.3601500997517829,-0.48506763246392265,-0.334618820345596,-1.0398493952116132,-0.3154530533727121,-0.9063840439920143,-0.4684300004292376,-0.3508500907860182,-0.7731950003945189,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29202,"Wine, white, sauvignon blanc",1.0316189902374506,-1.1179840650614032,-0.5319487681783006,-0.8548712172680555,-0.47419044649666087,-0.6251593890250463,-0.4123198885110677,-0.48506763246392265,-0.34138314826435806,-1.0201735775596559,-0.3154530533727121,-0.9674118525489352,-0.5205173949899895,-0.3489240154997414,-0.7731950003945189,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29202,"Wine, white, semillon",1.0635469697199493,-1.1179840650614032,-0.5319487681783006,-0.8548712172680555,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.3323640443726753,-1.0162384140292646,-0.3087744004213986,-0.9199457792268857,-0.5205173949899895,-0.32581111206441943,-0.7639741261950634,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.10157748566313203
29202,"Wine, white, chardonnay",1.0103336705824513,-1.108969362736934,-0.5319487681783006,-0.9232169780889722,-0.47419044649666087,-0.615738447363373,-0.39492995892463945,-0.48506763246392265,-0.33687359631851665,-1.0359142316812218,-0.32213170632402566,-0.9199457792268857,-0.4684300004292376,-0.33351541320952677,-0.7547532519956079,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29202,"Wine, white, riesling",1.0387140967891169,-1.1179840650614032,-0.5319487681783006,-0.9232169780889722,-0.47419044649666087,-0.6110279765325364,-0.3862349941314253,-0.48506763246392265,-0.3301092683997546,-1.0673955399243535,-0.30209574747008505,-0.9402883820791926,-0.3121678167469821,-0.34699794021346453,-0.7639741261950634,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29202,"Wine, white",1.0245238836857842,-1.108969362736934,-0.5319487681783006,-0.9232169780889722,-0.47419044649666087,-0.6204489181942097,-0.4036249237178536,-0.48506763246392265,-0.33687359631851665,-1.0319790681508303,-0.3154530533727121,-0.933507514461757,-0.48579246528282155,-0.3354414884958036,-0.7639741261950634,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3091053658942665
29202,"Wine, white, cooked",1.2551148466149424,-1.1179840650614032,-0.5319487681783006,-0.8548712172680555,-0.47419044649666087,-0.615738447363373,-0.39492995892463945,-0.48506763246392265,-0.334618820345596,-1.0201735775596559,-0.3087744004213986,-0.9199457792268857,-0.45106753557565366,-0.33736756378208044,-0.7639741261950634,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29202,"Wine, white, sparkling",1.0316189902374506,-1.1179840650614032,-0.5319487681783006,-0.9232169780889722,-0.47419044649666087,-0.5827651515475165,-0.3340652053721405,-0.48506763246392265,-0.34138314826435806,-1.1028120116978768,-0.32213170632402566,-0.9538501173140639,-0.5031549301364056,-0.3296632626369731,-0.7731950003945189,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
29202,"Wine, white, sweet dessert style",0.4249873800699722,-1.0999546604124648,-0.5319487681783006,-0.7181796956262221,-0.47419044649666087,0.06256935227710426,0.8571449712981956,-0.48506763246392265,-0.3165806125622304,-0.84309121869204,-0.2687024827135173,-0.7639858240258658,-0.329530281600566,-0.3296632626369731,-0.7593636890953357,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,-0.3506109419404934
11301,"Juice, apple, commercial, added vitamin C",1.0564518631682829,-1.1179840650614032,-0.5319487681783006,-0.7865254564471388,-0.44169376289657153,-0.3001369016973176,0.18763268222070748,-0.48506763246392265,-0.3323640443726753,-0.768323111614602,-0.3288103592753392,-1.0420013963407273,-0.5552423246971574,-0.35662831664484873,-0.7916367487934299,-0.5283741312354292,-0.6127475349030765,-0.3270560307424848,-0.7908086971028332,0.9360619154925403
11301,"Juice, apple & blackcurrant, commercial",1.0635469697199493,-1.1179840650614032,-0.5319487681783006,-0.8548712172680555,-0.47419044649666087,-0.19179607258807474,0.3876168724646325,-0.48506763246392265,-0.3323640443726753,-0.8706373634047802,-0.3354890122266527,-1.0555631315755987,-0.5899672544043253,-0.3662586930762329,-0.7962471858931577,-0.5283741312354292,-0.6127475349030765,-0.8921262824164784,-0.8730732031990398,0.7700396113076328
11301,"Juice, lemon",1.0706420762716158,-1.0819252557635264,-0.5264058308348601,-0.7865254564471388,-0.14922361049576743,-0.5450813849008234,-0.26450548702642745,-0.48506763246392265,-0.3391283722914374,-0.6896198410067726,-0.23530921795694965,-0.9538501173140639,-0.5031549301364056,-0.33736756378208044,-0.7547532519956079,-0.5283741312354292,-0.49781178813711696,-0.8114019607487651,-0.8401674007605571,1.1020842196774479
